Angle,Intensity 1
65.33154288,0.010273973
65.36349647,0.010273973
65.39542433,0.006849315
65.4273267,0.01369863
65.45920382,0.010273973
65.49105593,0.01369863
65.52288325,0.008561644
65.55468603,0.01369863
65.58646449,0.005136986
65.61821888,0.008561644
65.64994943,0.015410959
65.68165638,0.010273973
65.71333996,0.01369863
65.7450004,0.010273973
65.77663795,0.008561644
65.80825284,0.010273973
65.83984529,0.011986301
65.87141556,0.008561644
65.90296387,0.003424658
65.93449045,0.015410959
65.96599556,0.011986301
65.99747941,0.006849315
66.02894225,0.015410959
